index;nome_produto;categoria;nome_produto_processed;categoria_encoded;pred_encode;categoria_pred
4761;T.MAXTON KIT 5.3 CAST.CL.DOU;COLORAÇÃO FEMININA;tmaxton kit 53 castcldou;74;74;COLORAÇÃO FEMININA
13289;PURIF AR NOAR ONE TOUCH RETRO RF 12ML;PURIFICADOR DE AR;purif ar noar one touch retro rf 12 ml;246;246;PURIFICADOR DE AR
16348;REFIL TIRA MANCHAS OMO ROUPA BRANCA 380G;TIRA MANCHA;refil tira manchas omo roupa branca 380 g;289;289;TIRA MANCHA
3005;FILE MIGNON kg PECA .;BOVINO RESFRIADO;file mignon kg peca ;48;48;BOVINO RESFRIADO
8138;Morango Hortmix 250g;FRUTAS;morango hortmix 250 g;137;137;FRUTAS
14801;BATATA KERUS 45G ONDULADA CHURRASCO;SALGADINHO E APERITIVO;batata kerus 45 g ondulada churrasco;269;269;SALGADINHO E APERITIVO
2003;AZEITONA VDE CARPELLO CONS.200G;AZEITONA;azeitona vde carpello cons200 g;36;36;AZEITONA
15458;VINHO ESPUMANTE TERRANOVA DEMI SEC GFA 750ML;SIDRA/ESPUMANTE;vinho espumante terranova demi sec gfa 750 ml;275;275;SIDRA/ESPUMANTE
13472;PAO NEWBREAD INT 400 LIG SOJA/LINHO .;PÃES;pao newbread int 400 lig sojalinho ;247;247;PÃES
11613;MOLHO DE MOSTARDA CASTELO 200GR .;MOLHO PARA SALADA;molho de mostarda castelo 200 gr ;208;211;MOSTARDA
18139;VINHO CHILENO CANTO DE PIEDRA RESV CAB SAUV 750ML;VINHO;vinho chileno canto de piedra resv cab sauv 750 ml;311;311;VINHO
5783;CR TRAT NOVEX MIX 10 ATIVOS EM 1 1KG;CREME PARA TRATAMENTO;cr trat novex mix 10 ativos em 1 1 kg;86;86;CREME PARA TRATAMENTO
13958;REFRIG SIMBA LARANJA PET 2L;REFRIGERANTES;refrig simba laranja pet 2 l;253;253;REFRIGERANTES
6192;DESINF PINHO BRIL CAMPOS LAV L500PG450ML;DESINFETANTE;desinf pinho bril campos lav l500pg450 ml;97;97;DESINFETANTE
4321;CERVEJA HOFJAGER WEIZEN BARRIL 5L;CERVEJA;cerveja hofjager weizen barril 5 l;63;63;CERVEJA
15194;SH BIO EXTRATUS 250ML-FR NEUTRO T-TIPOS;SHAMPOO;sh bio extratus 250 ml-fr neutro t-tipos;273;273;SHAMPOO
4241;CERV OPA BIER WEIZEN GF 600ML;CERVEJA;cerv opa bier weizen gf 600 ml;63;63;CERVEJA
16328;TEMPERO ZERO SODIO 37g SMART VEGETAIS;TEMPERO;tempero zero sodio 37 g smart vegetais;288;288;TEMPERO
9948;LICOR STOCK DEL ORSO AMARETTO 700ML;LICOR;licor stock del orso amaretto 700 ml;173;173;LICOR
13596;GORGONZOLA kg QUATA PEDACO;QUEIJO;gorgonzola kg quata pedaco;250;250;QUEIJO
1141;ARROZ GUACIRA AGULHINHA 1KG TP1;ARROZ;arroz guacira agulhinha 1 kg tp1;22;22;ARROZ
9215;SEM. FLOR FELTRIN PHLOX DRUMOND;JARDINAGEM PLANTAR;sem flor feltrin phlox drumond;157;157;JARDINAGEM PLANTAR
10832;MASSA DELI SUN WRAP TOMATE 360G;MASSA PRONTA;massa deli sun wrap tomate 360 g;192;166;LEGUMES
16376;TOALHA UMED CLIN OFF ALOE VERA PC 50UN;TOALHA UMEDECIDA INFANTIL;toalha umed clin off aloe vera pc 50 un;290;290;TOALHA UMEDECIDA INFANTIL
10415;LIXEIRA MARTIPLAST PIA HIDE 3.5L BRANCO;LIXEIRA;lixeira martiplast pia hide 35 l branco;184;184;LIXEIRA
17353;TACA KROSNO AGUA/VINHO CR 490ML;UTENSÍLIOS DE VIDRO;taca krosno aguavinho cr 490 ml;303;303;UTENSÍLIOS DE VIDRO
13080;ROC MINESOL OIL CONTROL FPS 30 50G;PROTETOR SOLAR CORPORAL;roc minesol oil control fps 30 50 g;244;244;PROTETOR SOLAR CORPORAL
11023;MASSA BARILLA INTEGRA SPAGHETTIN CX 500G;MASSA SECA;massa barilla integra spaghettin cx 500 g;193;193;MASSA SECA
710;BISC KELDOG CROK C/FLOCOS 130G;ALIMENTO PARA CÃES;bisc keldog crok com flocos 130 g;12;44;BISCOITO
6911;ESC DENT DES COLGATE 360 CAB COMP MAC LIMP COMPL LV2P;ESCOVA DENTAL ADULTO;esc dent des colgate 360 cab comp mac limp compl lv2p;112;112;ESCOVA DENTAL ADULTO
13823;REFR PO PACHA MANGA 240G;REFRESCO EM PÓ;refr po pacha manga 240 g;251;251;REFRESCO EM PÓ
5299;ALECRIM KITANO 6G-EV;CONDIMENTO NATURAL;alecrim kitano 6 g-ev;79;79;CONDIMENTO NATURAL
8757;VELA DEC IMP BC 7X15 A.A1603;ILUMINAÇÃO;vela dec imp bc 7x15 aa1603;153;153;ILUMINAÇÃO
2009;AZEITONA VERDE DOM FIORELO RECH PIM 100G;AZEITONA;azeitona verde dom fiorelo rech pim 100 g;36;36;AZEITONA
9177;SEMENTE ISLA 300MG ASTER G SINGELA SORT;JARDINAGEM PLANTAR;semente isla 300mg aster g singela sort;157;157;JARDINAGEM PLANTAR
8014;TANGERINA MURCOTT KG;FRUTAS;tangerina murcott kg;137;281;SUCO PRONTO/NECTAR
8200;GELAT OETKER 60G UVA ECONOMICA;GELATINA;gelat oetker 60 g uva economica;140;140;GELATINA
1178;ARROZ BLUE VILLE 250G CIA ALHO;ARROZ;arroz blue ville 250 g cia alho;22;22;ARROZ
1073;AP BARB PRESTOBARBA 3-C/1;APARELHO DE BARBA;ap barb prestobarba 3- com 1;19;19;APARELHO DE BARBA
4634;CIGARRO CHESTERFIELD VERMELHO BOX UN;CIGARRO;cigarro chesterfield vermelho box un;69;69;CIGARRO
13702;BOURSIN CAMARAO SAO LUIZ KG;QUEIJO;boursin camarao sao luiz kg;250;250;QUEIJO
1352;TOALHA MESA FEST LAR SWEET FRUIT C 1;ARTIGOS PARA FESTAS;toalha mesa fest lar sweet fruit 1;23;23;ARTIGOS PARA FESTAS
629;ALIM PASSARO MIST STIVAL CANAR PCT 500G;ALIMENTO PARA AVES;alim passaro mist stival canar pct 500 g;11;11;ALIMENTO PARA AVES
41;ABS C/ABAS INT PLATINUM REGULAR ALWAYS C/8;ABSORVENTE;abs com abas int platinum regular always com 8;0;0;ABSORVENTE
9643;ABOBORA SECA NATURAL SALADS 250G;LEGUMES;abobora seca natural salads 250 g;166;166;LEGUMES
12463;CAIXA PRESENTE VINHO RELEVO MARSALA UN;PAPELARIA;caixa presente vinho relevo marsala un;224;224;PAPELARIA
16776;CACAROLA TRAMONTINA ALUMINIO PRETA 20CM;UTENSÍLIOS DE INOX/ALUMÍNIO;cacarola tramontina aluminio preta 20 cm;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
15920;SUCO JANDAIA PRONTO 1L POLLI FRUTTI;SUCO PRONTO/NECTAR;suco jandaia pronto 1 l polli frutti;281;281;SUCO PRONTO/NECTAR
17684;ALCAPARRA CONSV LA PASTINA 60G-VD ESPH;VEGETAL;alcaparra consv la pastina 60 g-vd esph;306;306;VEGETAL
17588;COADOR DE CAFE LUSTRA MIL MED;UTENSÍLIOS PARA CAFÉ;coador de cafe lustra mil med;304;304;UTENSÍLIOS PARA CAFÉ
1112;COQUETEL VINHO PINHEIRENSE 2L;APERITIVOS;coquetel vinho pinheirense 2 l;21;311;VINHO
665;ALIM CAO SABOR&VIDA AD CAR/MAC/CER 1KG;ALIMENTO PARA CÃES;alim cao saborvida ad carma com cer 1 kg;12;12;ALIMENTO PARA CÃES
3842;MANTA SM SOFA TRESS 120X140 COR 06;CAMA;manta sm sofa tress 120x140 cor 06;58;58;CAMA
12361;Bloco de Recado POST-IT 76X76MM Cascada Misto;PAPEIS;bloco de recado post-it 76x76 mm cascada misto;221;221;PAPEIS
15278;SH PHYTOERVAS SUPER REST SOS 250ML;SHAMPOO;sh phytoervas super rest sos 250 ml;273;273;SHAMPOO
1108;APERITIVO TEQPAR 1L;APERITIVOS;aperitivo teqpar 1 l;21;21;APERITIVOS
18379;ALCOOL DA ILHA 46,2 1L;ÁLCOOL;alcool da ilha 462 1 l;318;318;ÁLCOOL
12733;BACON PIF PAF kg MANTA .;PERTENCES FEIJOADA;bacon pif paf kg manta ;231;231;PERTENCES FEIJOADA
3998;JG CAMA TEKA HARMONIA SOLTEIRO 3 PCS CZ;CAMA;jg cama teka harmonia solteiro 3 pcs cz;58;58;CAMA
9394;LAVA LOUCA LIQ RAZZO NEUTRO 500ML;LAVA LOUÇA;lava louca liq razzo neutro 500 ml;163;163;LAVA LOUÇA
17156;FRIGIDEIRA KREA CERAMICA 20CM 235;UTENSÍLIOS DE PORCELANA/CERÂMICA;frigideira krea ceramica 20 cm 235;301;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
14152;REVISTA PRAZERES DA MESA;REVISTA;revista prazeres da mesa;257;257;REVISTA
13578;PAO QUEIJO TOP MASSA MINI LANCHE 400G;PÃO DE QUEIJO;pao queijo top massa mini lanche 400 g;249;249;PÃO DE QUEIJO
9552;LAVA ROUPA PO TIXAN 1KG LV2 GTS LVA LOUCA YPE;LAVA ROUPA PÓ;lava roupa po tixan 1 kg lv2 gts lva louca ype;165;165;LAVA ROUPA PÓ
319;PENTE MARCO BONI MASCULINO 2 UNIDADES;ACESSÓRIOS PARA CABELO;pente marco boni masculino 2 unidades;6;6;ACESSÓRIOS PARA CABELO
15066;Óleo de Coco Copra Extravirgem 500ml;SAUDÁVEL;leo de coco copra extravirgem 500 ml;272;272;SAUDÁVEL
7221;ESPETINHO LEONI CORACAO FRAN CON CX 500G;ESPETINHO;espetinho leoni coracao fran con cx 500 g;118;118;ESPETINHO
1748;MOELA FRANGO COPACOL CONG BJ 1KG;AVE CONGELADA;moela frango copacol cong bj 1 kg;32;32;AVE CONGELADA
5235;COND ELSEVE ARGININA NUTRICAO INTENSA 400ML;CONDICIONADOR;cond elseve arginina nutricao intensa 400 ml;77;77;CONDICIONADOR
732;RACAO KANINA 15KG;ALIMENTO PARA CÃES;racao kanina 15 kg;12;12;ALIMENTO PARA CÃES
13329;PURIF AR AP GLADE PEND E PERF OCEANOS 8G;PURIFICADOR DE AR;purif ar ap glade pend e perf oceanos 8 g;246;246;PURIFICADOR DE AR
6262;DES ROLL DOVE HAIR MINIMISING 50ML;DESODORANTE FEMININO;des roll dove hair minimising 50 ml;98;98;DESODORANTE FEMININO
12042;PASCOA MINI OVO NESTLE TRADICIONAIS 120G;OVO DE PÁSCOA;pascoa mini ovo nestle tradicionais 120 g;216;216;OVO DE PÁSCOA
15192;SHA OURIBEL MANDIOCA 2L;SHAMPOO;sha ouribel mandioca 2 l;273;273;SHAMPOO
15764;SUCO IMBIARA CONC 980ML, GOIABA;SUCO CONCENTRADO;suco imbiara conc 980 ml goiaba;279;279;SUCO CONCENTRADO
13165;CHUPETA MAM PERFECT GIRL 0-6 2492;PUERICULTURA;chupeta mam perfect girl 0-6 2492;245;245;PUERICULTURA
13058;MINI PROC BRITANIA 360ML PT 160W 127V 2P;PROCESSADOR DE ALIMENTOS;mini proc britania 360 ml pct 160w 127v 2p;243;243;PROCESSADOR DE ALIMENTOS
16774;RALADOR 4 FACES METAL VIEL;UTENSÍLIOS DE INOX/ALUMÍNIO;ralador 4 faces metal viel;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
17977;ACETO BALSAMICO DE NIGRIS AGED GFA 250ML;VINAGRE;aceto balsamico de nigris aged gfa 250 ml;310;310;VINAGRE
8016;ABACAXI PEROLA PICADO HORTMIX 200G;FRUTAS;abacaxi perola picado hortmix 200 g;137;137;FRUTAS
5275;COND T MONICA KIDS 260ML TOD TIP CAB;CONDICIONADOR INFANTIL;cond t monica kids 260 ml tod tip cab;78;77;CONDICIONADOR
15682;SORVETE FRUT BISS 2L CREME;SORVETE;sorvete frut biss 2 l creme;278;278;SORVETE
16873;TABUA CORTE JJ D DUO 80019CZ;UTENSÍLIOS DE MADEIRA;tabua corte jj duo 80019cz;297;297;UTENSÍLIOS DE MADEIRA
4536;CHA 40g LONDON MOR/BAUNIL;CHÁ;cha 40 g london morbaunil;67;67;CHÁ
3035;MUSCULO TRAS BOV TOP QUALITY (PECA) KG;BOVINO RESFRIADO;musculo tras bov top quality peca kg;48;48;BOVINO RESFRIADO
2663;BROWNIE JACQUET DOCE LEITE 245G;BOLOS;brownie jacquet doce leite 245 g;45;45;BOLOS
6697;PINO M-USO ADAPT REVERSO 2P+T-15A;ELÉTRICA;pino m-uso adapt reverso 2p+t-15a;105;105;ELÉTRICA
12405;PH FD NEVE ESSENCE 4X30M;PAPEL HIGIÊNICO;ph fd neve essence 4x30m;222;222;PAPEL HIGIÊNICO
12265;PANO ESFRELUX ESPANADOR .;PANOS/FLANELAS;pano esfrelux espanador ;220;220;PANOS/FLANELAS
12801;PIZZA BGM 420G CALABRESA;PIZZA;pizza bgm 420 g calabresa;233;233;PIZZA
13317;VELA RECHO PET GUNIO JASMIM;PURIFICADOR DE AR;vela recho pet gunio jasmim;246;246;PURIFICADOR DE AR
8047;UVA BRASIL KG;FRUTAS;uva brasil kg;137;137;FRUTAS
14946;SALG FRITOP BACON COSTELINHA 40G;SALGADINHO E APERITIVO;salg fritop bacon costelinha 40 g;269;269;SALGADINHO E APERITIVO
12854;FLOR NAT SUCULENTA P11 1UN;PLANTAS, FLORES E ACESSÓRIOS;flor nat suculenta p11 1 un;234;234;PLANTAS, FLORES E ACESSÓRIOS
16208;LEMON BOMBAY PEPPER VD 90G;TEMPERO;lemon bombay pepper vd 90 g;288;288;TEMPERO
6678;PINO ADAPTADOR CHATO CICLEY;ELÉTRICA;pino adaptador chato cicley;105;105;ELÉTRICA
5603;CR PENTEAR NIELY GOLD 13 AMINOACIDOS 280G;CREME DE PENTEAR;cr pentear niely gold 13 aminoacidos 280 g;85;85;CREME DE PENTEAR
9554;DETERG PO C/MUITO CARINHO 1KG-CX AQUAMARINE;LAVA ROUPA PÓ;deterg po com muito carinho 1 kg-cx aquamarine;165;165;LAVA ROUPA PÓ
1738;LUBRIF 10W40 LUBRAX TECNO API SM 500ML;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS;lubrif 10w40 lubrax tecno api sm 500 ml;31;31;AUTOMOTIVO ÓLEOS/ADITIVOS/FLUIDOS
816;ALIM GATO FRISKIES FILH FRANGO MOLHO 85G;ALIMENTO PARA GATOS;alim gato friskies filh frango molho 85 g;13;13;ALIMENTO PARA GATOS
10880;MASSA ORGANIC FETTUCCINE ORGANICO 500G;MASSA SECA;massa organic fettuccine organico 500 g;193;193;MASSA SECA
7342;FARINHA MANDIOCA MONSIL 1KG;FARINÁCEO;farinha mandioca monsil 1 kg;124;124;FARINÁCEO
51;ABS C/ABAS ALWAYS PINK SUAVE LV16PG14;ABSORVENTE;abs com abas always pink suave lv16pg14;0;0;ABSORVENTE
16247;TEMP COND MARINAR 500ML C/AMAC CARNE;TEMPERO;temp cond marinar 500 ml com amac carne;288;288;TEMPERO
15358;SH BELLO ANTI FRIZZ 1L;SHAMPOO;sh bello anti frizz 1 l;273;273;SHAMPOO
9381;LASANHA PRONTO IN TAVOLA BOLOGNESE 350G;LASANHA;lasanha pronto in tavola bolognese 350 g;162;162;LASANHA
17267;PRATO RASO NF 27CM OPALINE BLANC;UTENSÍLIOS DE PORCELANA/CERÂMICA;prato raso nf 27 cm opaline blanc;301;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
11479;MOLHO PIMENTA BRUT JOKOIA 150ML;MOLHO DE PIMENTA;molho pimenta brut jokoia 150 ml;205;205;MOLHO DE PIMENTA
16794;CONCHA P/SORVETE UTILITA RF 25699/420 TRAMONTINA;UTENSÍLIOS DE INOX/ALUMÍNIO;concha para sorvete utilita rf 25699420 tramontina;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
12967;ESPREGUICADEIRA SUNSHINE AL/TE VD SX6191;PRAIA/PISCINA;espreguicadeira sunshine alte vd sx6191;240;303;UTENSÍLIOS DE VIDRO
4048;BANQUETA IMP GIRAT PT SD2207-1;CAMPING/PESCA;banqueta imp girat pct sd2207-1;59;59;CAMPING/PESCA
11978;PASCOA OVO NESTLE SURPRESA PRINCESAS 150G;OVO DE PÁSCOA;pascoa ovo nestle surpresa princesas 150 g;216;216;OVO DE PÁSCOA
9410;SECANTE SUN 100ML;LAVA LOUÇA;secante sun 100 ml;163;116;ESMALTE
9147;SEM. FELTRIN ABOBRINHA ITALIANA;JARDINAGEM PLANTAR;sem feltrin abobrinha italiana;157;157;JARDINAGEM PLANTAR
5032;TEMAKI DE SALMAO 100G;COMIDA ORIENTAL;temaki de salmao 100 g;76;76;COMIDA ORIENTAL
10623;PO COMPACTO VULT BASIC 01 9G;MAQUIAGEM;po compacto vult basic 01 9 g;189;189;MAQUIAGEM
10817;MASSA PIZZA ROMANHA MINI PCT 300G;MASSA FRESCA;massa pizza romanha mini pct 300 g;191;191;MASSA FRESCA
3902;COLCHA FIRST ACASA R CASAL AZ MOON SF8;CAMA;colcha first acasa r casal az moon sf8;58;58;CAMA
8780;VELA DEC SAO DOMINGOS 2UN GROSSA;ILUMINAÇÃO;vela dec sao domingos 2 un grossa;153;153;ILUMINAÇÃO
6909;ESC D CLEAN GARFIELD 3D MC;ESCOVA DENTAL ADULTO;esc clean garfield 3d mc;112;112;ESCOVA DENTAL ADULTO
15491;VINHO ESPUMANTE MUMM CUVEE BRUT ROSE GFA 750ML;SIDRA/ESPUMANTE;vinho espumante mumm cuvee brut rose gfa 750 ml;275;275;SIDRA/ESPUMANTE
13904;REFRIG DEL RIO 1L GUARANA;REFRIGERANTES;refrig del rio 1 l guarana;253;253;REFRIGERANTES
14630;PAPEL ASSA+LEVE DOVER ROLL 30X3M;SACOS;papel assa+leve dover roll 30x3m;265;265;SACOS
9579;Pepino Caipira  500g;LEGUMES;pepino caipira 500 g;166;166;LEGUMES
11257;MOCHILA SESTINI STAR WARS 71637;MATERIAL ESCOLAR;mochila sestini star wars 71637;195;195;MATERIAL ESCOLAR
6648;DOCE MINDY 350GR PACOQUINHA ROLHA .;DOCE TABLETE;doce mindy 350 gr pacoquinha rolha ;104;104;DOCE TABLETE
17320;JG TACAS SPIEGELAU B CERVEJA C/2 500ML;UTENSÍLIOS DE VIDRO;jg tacas spiegelau b cerveja com 2 500 ml;303;303;UTENSÍLIOS DE VIDRO
9883;LEITE CONAPROLE INTEGRAL TP 1L;LEITE UHT;leite conaprole integral tp 1 l;171;171;LEITE UHT
15057;GRANOLA KOBBER 500G ZERO;SAUDÁVEL;granola kobber 500 g zero;272;272;SAUDÁVEL
11220;LANCHEIRA LAMASB FEM HEARTBEAR LC-26-110;MATERIAL ESCOLAR;lancheira lamasb fem heartbear lc-26-110;195;195;MATERIAL ESCOLAR
6783;JG ENFEITE NATAL IMP 3PCS YWAK34045;ENFEITES DE NATAL;jg enfeite natal imp 3pcs ywak34045;109;109;ENFEITES DE NATAL
3714;CHINELO HAV SLIM BRASIL MARINHO 39/40;CALÇADO ADULTO;chinelo hav slim brasil marinho 3940;56;56;CALÇADO ADULTO
6546;DOCE ABOBORA RB AMORE;DOCE PASTA;doce abobora rb amore;103;103;DOCE PASTA
7819;FRALDA PAMPERS CONFORT SEC MEGA XXG C/30UN;FRALDA INFANTIL;fralda pampers confort sec mega xxg com 30 un;133;133;FRALDA INFANTIL
13160;MAMAD KUKA AQUARELA UNIV ROSA 250ML;PUERICULTURA;mamad kuka aquarela univ rosa 250 ml;245;245;PUERICULTURA
16745;FACA TRAMONTINA P WOOD MESA 21100/495;UTENSÍLIOS DE INOX/ALUMÍNIO;faca tramontina p wood mesa 21100495;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
12673;COLONIA BANHO FLORES 300ML ORVALHO;PERFUMAÇÃO;colonia banho flores 300 ml orvalho;230;178;LIMPEZA DO ROSTO
5663;CREME ECO FRESH RAIZES BR TAP/COCO 500ML;CREME PARA TRATAMENTO;creme eco fresh raizes br tapcoco 500 ml;86;278;SORVETE
4;ABS C/ABAS SYM SECA 32/PG28;ABSORVENTE;abs com abas sym seca 32pg28;0;0;ABSORVENTE
7296;EXTR TOM OLE LT 130G;EXTRATO DE TOMATE;extr tom ole lt 130 g;123;123;EXTRATO DE TOMATE
10152;RODO PLASTICO JACARE 60cm VARREBRAS;LIMPEZA;rodo plastico jacare 60 cm varrebras;177;177;LIMPEZA
8156;CAMARAO PF 7B 300G-PC CONG MED DESCD;FRUTOS DO MAR CONGELADOS;camarao pf 7b 300 g-pc cong med descd;138;138;FRUTOS DO MAR CONGELADOS
14391;SAB LIQ TOK BOTHANICO 1,9L ERVA DOCE;SABONETE LÍQUIDO;sab liq tok bothanico 19 l erva doce;261;261;SABONETE LÍQUIDO
12977;BOIA BESTWAY CIRCULAR COLOR 91CM 36010;PRAIA/PISCINA;boia bestway circular color 91 cm 36010;240;240;PRAIA/PISCINA
12479;CAIXA DEC ACASA D METAL VIDRO 576;PAPELARIA;caixa dec acasa metal vidro 576;224;303;UTENSÍLIOS DE VIDRO
4379;GRELHA USEUTIL INOX;CHURRASCO;grelha useutil inox;66;66;CHURRASCO
1182;ARROZ SEPE PREMIUM 1KG;ARROZ;arroz sepe premium 1 kg;22;22;ARROZ
10831;MACARRAO A BOLONHESA kg .;MASSA PRONTA;macarrao a bolonhesa kg ;192;193;MASSA SECA
1066;AP BARB DORCO C/5;APARELHO DE BARBA;ap barb dorco com 5;19;19;APARELHO DE BARBA
13663;QUEIJO PRATO QUATA ESFERICO kg;QUEIJO;queijo prato quata esferico kg;250;250;QUEIJO
5001;TOFU AGRONIPO MOMEN 500G;COMIDA ORIENTAL;tofu agronipo momen 500 g;76;76;COMIDA ORIENTAL
10097;VASSOURA CONDOR VAR FA ED ESPE C/CAB V35;LIMPEZA;vassoura condor var fa ed espe com cab v35;177;177;LIMPEZA
4968;MOLHO KUHNE MADE FOR MEAT PEPPE VD 257ML;COMIDA ORIENTAL;molho kuhne made for meat peppe vd 257 ml;76;76;COMIDA ORIENTAL
13758;QUEIJO PETIT SUISSE VIGOR 360GR;QUEIJO;queijo petit suisse vigor 360 gr;250;155;IOGURTE
17807;SALSAO CAMILO VERDURAS UN;VERDURAS;salsao camilo verduras un;309;309;VERDURAS
3645;SANDALIA HAVAIANAS SLIM ORGANIC PETROLEO 41/42;CALÇADO ADULTO;sandalia havaianas slim organic petroleo 4142;56;56;CALÇADO ADULTO
6232;DES ROLL REXONA COTTON 30ML;DESODORANTE FEMININO;des roll rexona cotton 30 ml;98;99;DESODORANTE MASCULINO
13459;PAO VISCONTI TRADICIONAL ATM PCT 400G;PÃES;pao visconti tradicional atm pct 400 g;247;247;PÃES
4518;CHA RISTON PRETO CHOCOLATE DREAM CX/25;CHÁ;cha riston preto chocolate dream cx25;67;67;CHÁ
4562;CHA TEA TEE C LIMAO/MACA/LARAN ORG 330ML;CHÁ PRONTO;cha tea tee limaomacalaran org 330 ml;68;68;CHÁ PRONTO
15531;SOPA KNORR 76G CREME NAT. ABOBORA;SOPA;sopa knorr 76 g creme nat abobora;277;277;SOPA
7318;FUBA MIMOSO KODILAR 1K;FARINÁCEO;fuba mimoso kodilar 1k;124;124;FARINÁCEO
1825;GALETO SEARA KG;AVE RESFRIADA;galeto seara kg;33;284;SUÍNO RESFRIADO
6542;DOCE LEITE FALEX 210G PASTA SACHE;DOCE PASTA;doce leite falex 210 g pasta sache;103;103;DOCE PASTA
3162;BONECA BARBIE - PROFISSÕES;BRINQUEDOS MENINAS;boneca barbie - profisses;50;50;BRINQUEDOS MENINAS
7116;ESM COLORAMA UNICA CAMADA AZUL CELESTE 8ML;ESMALTE;esm colorama unica camada azul celeste 8 ml;116;116;ESMALTE
7829;FRALDA PAMPERS PANTS GTS ME XXG C/52;FRALDA INFANTIL;fralda pampers pants gts me xxg com 52;133;133;FRALDA INFANTIL
11949;PASCOA OVO NESTLE CLASSIC CHOC AO LEITE 485G;OVO DE PÁSCOA;pascoa ovo nestle classic choc ao leite 485 g;216;216;OVO DE PÁSCOA
2545;BISC ISABELA LEITE CHOCOLATE PCT 400G;BISCOITO;bisc isabela leite chocolate pct 400 g;44;44;BISCOITO
4341;Grill Britânia Press 180 1400W - Coletor de Gordura;CHAPAS/GRELHAS ELETRICAS;grill britnia press 180 1400w - coletor de gordura;65;65;CHAPAS/GRELHAS ELETRICAS
5557;CREME DE LEITE AUROR 200g;CREME DE LEITE;creme de leite auror 200 g;84;84;CREME DE LEITE
17803;ALFACE MIMOSA SATO UN;VERDURAS;alface mimosa sato un;309;309;VERDURAS
1428;VELA ANIV INDIPEL FASHION SORT, 8;ARTIGOS PARA FESTAS;vela aniv indipel fashion sort 8;23;23;ARTIGOS PARA FESTAS
4496;CHA REAL ORIENTAIS PRETO C/10 CLASSICO;CHÁ;cha real orientais preto com 10 classico;67;67;CHÁ
16286;TEMP BAIANO CORDEIRO 40G;TEMPERO;temp baiano cordeiro 40 g;288;288;TEMPERO
16500;ALISANTE HAIRLIFE KIT CR ERVAS/JABORANDI 160G;TRANSFORMAÇÃO CABELOS;alisante hairlife kit cr ervasjaborandi 160 g;292;292;TRANSFORMAÇÃO CABELOS
9462;LAVA ROUPA LIQ BABY SOFT TOTAL MAX LILAS 1L;LAVA ROUPA LÍQUIDO;lava roupa liq baby soft total max lilas 1 l;164;164;LAVA ROUPA LÍQUIDO
4290;CERVEJA BOHEMIA MAGNA PILS ONE WAY 300ML;CERVEJA;cerveja bohemia magna pils one way 300 ml;63;63;CERVEJA
9776;LEITE PO NINHO 700G-LT ZERO LACT;LEITE EM PÓ;leite po ninho 700 g-lt zero lact;168;168;LEITE EM PÓ
8167;CAMARAO CZA 71/90 POTIPORA S/C CONG 400G;FRUTOS DO MAR CONGELADOS;camarao cza 7190 potipora sem c cong 400 g;138;138;FRUTOS DO MAR CONGELADOS
7926;MIX UVA PASSA DONA HELENA 250G;FRUTA SECA;mix uva passa dona helena 250 g;136;136;FRUTA SECA
10279;GEL ADESIVO 4app APLIK LAVANDA;LIMPEZA SANITÁRIA;gel adesivo 4app aplik lavanda;180;180;LIMPEZA SANITÁRIA
16351;TIRA FERRUGEM VANTAGEM 50ML;TIRA MANCHA;tira ferrugem vantagem 50 ml;289;289;TIRA MANCHA
14625;SACO LIXO PEGA LIXO 15L;SACOS;saco lixo pega lixo 15 l;265;265;SACOS
1248;ARROZ PILLECO NOBRE AGULHINHA 5KG;ARROZ;arroz pilleco nobre agulhinha 5 kg;22;22;ARROZ
8498;LOCAO LIMPEZA HIDRAT CERAVE 473ML;HIDRATAÇÃO PARA O CORPO;locao limpeza hidrat cerave 473 ml;147;148;HIDRATAÇÃO PARA O ROSTO
2040;AZEITONA GORDAL CC PRAMESA 500G-VD;AZEITONA;azeitona gordal cc pramesa 500 g-vd;36;36;AZEITONA
4055;CANJIQUINHA ANCHIETA 500G;CANJICA;canjiquinha anchieta 500 g;60;60;CANJICA
4082;TAPETE ACASA E REDONDO 90CM BJF-16;CAPACHOS E TAPETES;tapete acasa e redondo 90 cm bjf-16;61;61;CAPACHOS E TAPETES
364;ESCOVA CAB NEW SMART PROF CAB N.8;ACESSÓRIOS PARA CABELO;escova cab new smart prof cab n8;6;6;ACESSÓRIOS PARA CABELO
16595;BOLSA TERMICA BR MANIA PROMOCIONAL UN;TÉRMICOS;bolsa termica br mania promocional un;295;295;TÉRMICOS
9631;CENOURA BAROA VERDEKAL 400G- PICADA;LEGUMES;cenoura baroa verdekal 400 g- picada;166;166;LEGUMES
12429;PH FD DUETTO FD PERF 30M C/12 LV+PG-;PAPEL HIGIÊNICO;ph fd duetto fd perf 30m com 12 lv+pg-;222;222;PAPEL HIGIÊNICO
